id,programCardDuration,programPreviewDuration,formattedApplicationFee,formattedTuition,formattedCostOfLiving,slug,name,shortName,programLevel,programSummary,requirements,school
101428,3 years,3 year associate's degree including lab work,$0 USD,"$11,400 USD / Year","$12,000 USD / Year",associate-of-applied-science-aas-fire-protection-technology-fire-suppression-f24ea893-b830-453e-9a89-719de2635170,Associate of Applied Science (AAS) - Fire Protection Technology - Fire Suppression,Fire Protection Technology - Fire Suppression,2-Year Undergraduate Diploma,"<h4></h4><div>Start on your path to becoming a firefighter with Chemeketa's two-year fire suppression degree.</div><div><b><br></b></div><div><div><b>Why choose fire suppression?</b><br><br></div><div>In addition to classroom and lab work, you'll get on-the-job training through 24-hour shifts as part of Chemeketa's on-campus fire department that serves as a back-up to other local fire departments and fire districts.</div><div><br></div><div>The Fire Suppression degree program can be coordinated with the Emergency Medical Technology or Paramedic programs so that both degrees can be earned in less than three years. The program has special admission requirements and enrollment limits, so call 503.399.5163 for more details.</div><div><br></div><div>Chemeketa's Fire programs are accredited through the International Fire Service Accreditation Congress (IFSAC).</div><div><br></div><div><div>What will you learn?</div><div>As part of the Fire Suppression degree program, you will learn basic emergency medical technology skills, the ins and outs of fire behavior, how to control it, and how to operate the tools of the trade from fire hydrants and hoses to driving fire department vehicles.</div><div><b><br></b></div><div><b>What will you do?</b><br><br></div><div>Through a combination of classroom, lab and hands-on training, you will learn to –</div><div><br></div><ul><li>Exhibit safety practices as a response team member when engaged in training or emergency response activities</li><li>Demonstrate effective verbal and written communications skills in both emergency and non-emergency situations</li><li>Explain effective risk reduction activities through accurate hazard identification and public education activities</li><li>Demonstrate the ability to collaborate with a diversity of colleagues in order to accomplish the goals of the organization and successfully participate in the daily operations of a fire station</li><li>Demonstrate skills and knowledge to function as an EMT basic, firefighter I, driver and pumper operator</li><li>Upon completion, you will be on your way to starting your career as a firefighter anywhere in Oregon.</li></ul><div><br></div></div></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1586', 'name': 'Chemeketa Community College - Brooks', 'slug': 'chemeketa-community-college-brooks', 'location': 'Brooks, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/586/logos/small/Chemeketa_Logo.png?1592945063', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/273/photos/optimized/ChemeketaBrooks-MedStudents-June2020.webp?1659715880'}"
93063,3 years,3 year associate's degree including lab work,$0 USD,"$11,400 USD / Year","$12,000 USD / Year",associate-of-arts-oregon-transfer-aaot-fire-protection-technology-fire-suppression-a2c43b15-317b-447b-bdb5-da61d08c0b0b,Associate of Arts Oregon Transfer (AAOT) - Fire Protection Technology - Fire Suppression,Fire Protection Technology - Fire Suppression,2-Year Undergraduate Diploma,"<p></p><h4>Program Description</h4>Start on your path to becoming a firefighter with Chemeketa's two-year fire suppression degree.<p></p><p><b>Why choose fire suppression?</b></p><p>In addition to classroom and lab work, you'll get on-the-job training through 24-hour shifts as part of Chemeketa's on-campus fire department that serves as a back-up to other local fire departments and fire districts.</p><p>The Fire Suppression degree program can be coordinated with the Emergency Medical Technology or Paramedic programs so that both degrees can be earned in less than three years.&nbsp;</p><p>Chemeketa's Fire programs are accredited through the International Fire Service Accreditation Congress (IFSAC).</p><p><b>What will you learn?</b></p><p>As part of the Fire Suppression degree program, you will learn basic emergency medical technology skills, the ins and outs of fire behavior, how to control it, and how to operate the tools of the trade from fire hydrants and hoses to driving fire department vehicles.</p><p><b>What will you do?</b></p><p>Through a combination of classroom, lab and hands-on training, you will learn to –</p><ul><li>Exhibit safety practices as a response team member when engaged in training or emergency response activities</li><li>Demonstrate effective verbal and written communications skills in both emergency and non-emergency situations</li><li>Explain effective risk reduction activities through accurate hazard identification and public education activities</li><li>Demonstrate the ability to collaborate with a diversity of colleagues in order to accomplish the goals of the organization and successfully participate in the daily operations of a fire station</li><li>Demonstrate skills and knowledge to function as an EMT basic, firefighter I, driver and pumper operator</li></ul><p>Upon completion, you will be on your way to starting your career as a firefighter anywhere in Oregon.</p>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1590', 'name': 'Chemeketa Community College - Woodburn', 'slug': 'chemeketa-community-college-woodburn', 'location': 'Woodburn, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/590/logos/small/Chemeketa_Logo.png?1593018115', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/277/photos/optimized/ChemeketaBrooks-Diversity-June2020.webp?1659715885'}"
270148,2 years,2 year associate degree,$50 USD,"$10,740 USD / Year","$10,000 USD / Year",associate-of-arts-anthropology-6c66ebfb-bfd2-4d00-a3ed-371357b0ec99,Associate of Arts - Anthropology,Anthropology,2-Year Undergraduate Diploma,"<div style=""text-align:left"">Merritt College’s Anthropology programs teach students to think appreciatively and globally about diversity in human cultures, human history and prehistory, and human biology to foster cross-cultural understanding and to develop a critical world view, which enables them to succeed in higher levels of education and in any profession. They attain knowledge, master skills, and develop the appreciation, attitudes and values needed to succeed and participate responsibly in a democratic society and global economy.</div><div style=""text-align:left""><br></div><div style=""text-align:left"">The Associate of Arts in Anthropology is valuable for people seeking careers in business, private and non-profit sectors, education, community service, criminal justice, forensics and law, and government. An anthropology degree enhances studies in healthcare and medicine (epidemiology, public health, nursing, pre-medicine for a career as a doctor), museology, international development, city planning, linguistics, psychology, ecology, archaeology and cultural resource management.</div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2172', 'name': 'Merritt College', 'slug': 'merritt-college', 'location': 'Oakland, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/172/logos/small/Merritt-College-Logo-April-2022.png?1651152668', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/223/photos/optimized/Merritt-College-Campus-April-2022.webp?1659728494'}"
270416,2 years,2 year transfer program to bachelor’s degree completion,$50 USD,"$8,700 USD / Year","$10,000 USD / Year",associate-of-arts-english-transfer-to-a-california-state-university-09e5ad64-f610-411b-bc86-001193cbbbf5,Associate of Arts - English - Transfer to a California State University,English,2-Year Undergraduate Diploma,"<div>The College of Alameda's Associate of Art in English for transfer program is</div><div>designed for students planning to transfer into an English major at a California State University (CSU). Students completing this degree are guaranteed admission to the CSU system, but not to a particular campus or major.</div><div><br></div><div><div>Upon completion of this program a student will be able to:</div><ul><li>Engage in active, purposeful, critical reading: Theoretical and practical knowledge of the purpose of rhetorical writing and literature; examination of the importance of rhetorical writing and literature in American main- and sub-cultures of the past and present.</li><li>Assess, in writing, the tools and materials given to succeed at the workplace or in the community and be able to suggest changes to increase effectiveness: Assess, evaluate, and interpret ideas found in writing and literature; communicate effectively, reach conclusions, and solve problems concerning the craft and criticism of rhetorical writing and literature.</li><li>Evaluate information critically to develop claims and support them: Engage in meaningful discourse regarding personal identity, goals, and knowledge of the capacity of writing and literature as a means of social influence.</li><li>Develop an understanding and appreciation for worldwide cultures and diverse perspectives through active and purposeful reading and writing: Examine the scope of writing and literature with an appreciation of human values; understand the significance of writing and literature as a social action relative to global issues.</li></ul></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2170', 'name': 'College of Alameda', 'slug': 'college-of-alameda', 'location': 'Alameda, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/170/logos/small/College-of-Alameda-Logo-April-2022.png?1651080362', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/214/photos/optimized/College-of-Alameda-Campus-April-2022.webp?1659728463'}"
101429,3 years,3 year associate's degree including lab work,$0 USD,"$11,400 USD / Year","$12,000 USD / Year",associate-of-arts-oregon-transfer-aaot-fire-protection-technology-fire-suppression-1597b681-109a-45b1-9129-fa6f2a35b732,Associate of Arts Oregon Transfer (AAOT) - Fire Protection Technology - Fire Suppression,Fire Protection Technology - Fire Suppression,2-Year Undergraduate Diploma,"<h4></h4><div>Start on your path to becoming a firefighter with Chemeketa's two-year fire suppression degree.</div><div><b><br></b></div><div><div><b>Why choose fire suppression?</b><br><br></div><div>In addition to classroom and lab work, you'll get on-the-job training through 24-hour shifts as part of Chemeketa's on-campus fire department that serves as a back-up to other local fire departments and fire districts.</div><div><br></div><div>The Fire Suppression degree program can be coordinated with the Emergency Medical Technology or Paramedic programs so that both degrees can be earned in less than three years. The program has special admission requirements and enrollment limits, so call 503.399.5163 for more details.</div><div><br></div><div>Chemeketa's Fire programs are accredited through the International Fire Service Accreditation Congress (IFSAC).</div><div><br></div><div><div>What will you learn?</div><div>As part of the Fire Suppression degree program, you will learn basic emergency medical technology skills, the ins and outs of fire behavior, how to control it, and how to operate the tools of the trade from fire hydrants and hoses to driving fire department vehicles.</div><div><b><br></b></div><div><b>What will you do?</b><br><br></div><div>Through a combination of classroom, lab and hands-on training, you will learn to –</div><div><br></div><ul><li>Exhibit safety practices as a response team member when engaged in training or emergency response activities</li><li>Demonstrate effective verbal and written communications skills in both emergency and non-emergency situations</li><li>Explain effective risk reduction activities through accurate hazard identification and public education activities</li><li>Demonstrate the ability to collaborate with a diversity of colleagues in order to accomplish the goals of the organization and successfully participate in the daily operations of a fire station</li><li>Demonstrate skills and knowledge to function as an EMT basic, firefighter I, driver and pumper operator</li><li>Upon completion, you will be on your way to starting your career as a firefighter anywhere in Oregon.</li></ul><div><br></div></div></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1586', 'name': 'Chemeketa Community College - Brooks', 'slug': 'chemeketa-community-college-brooks', 'location': 'Brooks, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/586/logos/small/Chemeketa_Logo.png?1592945063', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/273/photos/optimized/ChemeketaBrooks-MedStudents-June2020.webp?1659715880'}"
93064,2 years,2 year associate's degree,$0 USD,"$11,400 USD / Year","$12,000 USD / Year",associate-of-arts-oregon-transfer-aaot-economics-d47bf148-95bd-4f1c-b763-f797b5b324f8,Associate of Arts Oregon Transfer (AAOT) - Economics,Economics,2-Year Undergraduate Diploma,"<p></p><h4>Program Description</h4>Study basic economic concepts and how they influence issues in our society.<p></p><p>Why choose economics?</p><p>Learning economics helps you understand the forces that drive our world. Economics plays a role in -</p><p><br></p><p>Personal finance</p><p>Business</p><p>Politics</p><p>Social change</p><p>Economic development</p><p>The manner of studying economics also sharpens your problem-solving skills and ability to analyze information.</p><p><b>What will you learn?</b></p><p>How economics helps us understand –</p><ul><li>Unemployment</li><li>Poverty</li><li>Income distribution</li></ul><p>Microeconomic subjects like –</p><ul><li>Commodity production</li><li>Price elasticit</li><li>Profit, marginal analysis</li><li>Market power</li></ul><p>Macroeconomic subjects like –</p><ul><li>Aggregate supply and demand</li><li>Fiscal and monetary policies</li><li>International trade</li><li>Business cycles</li></ul><p><b>What will you do?</b></p><p>Economics is useful in a wide range of careers –</p><ul><li>Accounting</li><li>Banking</li><li>Business</li><li>Education</li><li>Finance</li><li>Government</li><li>Politics</li><li>Trade</li></ul>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1590', 'name': 'Chemeketa Community College - Woodburn', 'slug': 'chemeketa-community-college-woodburn', 'location': 'Woodburn, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/590/logos/small/Chemeketa_Logo.png?1593018115', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/277/photos/optimized/ChemeketaBrooks-Diversity-June2020.webp?1659715885'}"
270151,2 years,2 year associate degree,$50 USD,"$10,740 USD / Year","$10,000 USD / Year",associate-of-arts-accounting-0207f3a3-31e7-419f-a937-53dd2152a96c,Associate of Arts - Accounting,Accounting,2-Year Undergraduate Diploma," <div title="""">Merritt College offers an Associate of Arts in Accounting. Accountants play an essential role in keeping businesses within their budgets, and this program offers real-world application of skills related to private accounting, institutional accounting, certified public accounting, and other career opportunities within the private and public sectors.</div><div title=""""><br></div><div>Upon successful completion of this program students will be able to:</div><ul><li>Synthesize business communication techniques to create, revise and evaluate verbal and written business messages.</li><li>Apply knowledge of financial accounting, including content, concepts and structure of the various statements for internal and external use.</li><li>Evaluate the process of identifying, gathering, measuring, summarizing and analyzing financial data in business organizations.</li></ul>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2172', 'name': 'Merritt College', 'slug': 'merritt-college', 'location': 'Oakland, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/172/logos/small/Merritt-College-Logo-April-2022.png?1651152668', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/223/photos/optimized/Merritt-College-Campus-April-2022.webp?1659728494'}"
270417,2 years,2 year associate degree,$50 USD,"$8,700 USD / Year","$10,000 USD / Year",associate-of-arts-english-f43f0ad3-2ffa-40f3-b4c7-e3b0954bb551,Associate of Arts - English,English,2-Year Undergraduate Diploma,"<div>The College of Alameda offers an Associate of Arts in English.</div><div><br></div><div>Upon completion of this program a student will be able to:</div><ul><li>Engage in active, purposeful, critical reading: Theoretical and practical knowledge of the purpose of rhetorical writing and literature; examination of the importance of rhetorical writing and literature in American main- and sub-cultures of the past and present.</li><li>Assess, in writing, the tools and materials given to succeed at the workplace or in the community and be able to suggest changes to increase effectiveness: Assess, evaluate, and interpret ideas found in writing and literature; communicate effectively, reach conclusions, and solve problems concerning the craft and criticism of rhetorical writing and literature.</li><li>Evaluate information critically to develop claims and support them: Engage in meaningful discourse regarding personal identity, goals, and knowledge of the capacity of writing and literature as a means of social influence.</li><li>Develop an understanding and appreciation for worldwide cultures and diverse perspectives through active and purposeful reading and writing: Examine the scope of writing and literature with an appreciation of human values; understand the significance of writing and literature as a social action relative to global issues.</li></ul><p>Individuals completing an AA in English become office administrators, tutors, secretaries, associate copywriters, and customer account representatives.<br></p>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2170', 'name': 'College of Alameda', 'slug': 'college-of-alameda', 'location': 'Alameda, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/170/logos/small/College-of-Alameda-Logo-April-2022.png?1651080362', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/214/photos/optimized/College-of-Alameda-Campus-April-2022.webp?1659728463'}"
93071,2 years,2 year associate's degree,$0 USD,"$11,400 USD / Year","$12,000 USD / Year",associate-of-arts-oregon-transfer-aaot-physics-bf809ccb-1be4-4e1c-bc72-55066fd91b84,Associate of Arts Oregon Transfer (AAOT) - Physics,Physics,2-Year Undergraduate Diploma,"<p></p><h4>Program Description</h4>Chemeketa offers physics classes. Some of them help fulfill the science requirements of our transfer degrees.<p></p><p><b>Why choose physics?</b></p><p>Physics will satisfy your curiosity if you are interested in the fundamental behavior of matter and energy. The subject ranges from the very small (subatomic particles) to the very large (the entire universe).</p><p><b>What will you learn?</b></p><ul><li>Laws of energy, gravity and momentum</li><li>Applications of the principles of physics to work, energy and power</li><li>Structure of matter, heat, energy, sound and light</li><li>Physics of fluids, oscillations, waves, thermodynamics and electricity</li><li>Astronomy</li><li>Physics for engineers and scientists</li></ul><p><b>What will you do?</b></p><p>Physicists develop many useful devices such as –</p><ul><li>Computers</li><li>Lasers</li><li>Cell phones</li><li>MRI machines</li><li>Electron microscopes</li></ul><p>Physicists also study interesting concepts like –</p><ul><li>The age of the universe</li><li>The details of gravity</li></ul>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1590', 'name': 'Chemeketa Community College - Woodburn', 'slug': 'chemeketa-community-college-woodburn', 'location': 'Woodburn, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/590/logos/small/Chemeketa_Logo.png?1593018115', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/277/photos/optimized/ChemeketaBrooks-Diversity-June2020.webp?1659715885'}"
270152,2 years,2 year associate degree including a practicum,$50 USD,"$10,740 USD / Year","$10,000 USD / Year",associate-of-arts-child-development,Associate of Arts - Child Development,Child Development,2-Year Undergraduate Diploma,"<div>Merritt College&nbsp;prepare their students to become effective early care and educational professionals, who will provide quality programs and services to children, families, and the community.&nbsp;</div><div><br></div><div>Some possible career options: instructional assistant, teacher’s aide, preschool school teacher, site supervisor, child care center director, or owner of a family child care.</div><div><br></div><div>With an Associate of Arts degree in Child Development, students may also qualify to become a family advocate.</div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2172', 'name': 'Merritt College', 'slug': 'merritt-college', 'location': 'Oakland, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/172/logos/small/Merritt-College-Logo-April-2022.png?1651152668', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/223/photos/optimized/Merritt-College-Campus-April-2022.webp?1659728494'}"
270418,2 years,2 year associate degree,$50 USD,"$8,700 USD / Year","$10,000 USD / Year",associate-of-arts-history-1a6051f8-4ce8-4c54-ac6c-3d0acea1f8d1,Associate of Arts - History,History,2-Year Undergraduate Diploma,"<p>The History Department’s mission is to meet the educational needs of community by providing comprehensive and flexible courses which will enable students to transfer to four-year institutions, earn degrees and certificates in selected academic and occupational fields, prepare students for positions in the workforce, improve basic learning skills, and expand their general knowledge.</p><p>Through the study of many courses in US History, Latin American History, Western Civilization, California History and African American History, students will learn about the collective past and its relationship to the collective present and future. Students will also learn how to critically analyze the past and be able to articulate its historical significance.</p><p>Pursuing a degree in history presents employment opportunities in a variety of different career areas. The need for teachers in the state of California for elementary, middle, and high schools remains high and college graduates with a history degree will be well-suited for opportunities to earn teaching credentials in a variety of subjects. The research and writing skills needed to successfully complete a degree of history offer excellent preparation for careers in law, journalism, public relations, and domestic and foreign government service.<br></p>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2170', 'name': 'College of Alameda', 'slug': 'college-of-alameda', 'location': 'Alameda, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/170/logos/small/College-of-Alameda-Logo-April-2022.png?1651080362', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/214/photos/optimized/College-of-Alameda-Campus-April-2022.webp?1659728463'}"
93072,2 years,2 year associate's degree,$0 USD,"$11,400 USD / Year","$12,000 USD / Year",associate-of-arts-oregon-transfer-aaot-oceanography-f49ae3b1-c0c5-4efa-8b81-3871fff562de,Associate of Arts Oregon Transfer (AAOT) - Oceanography,Oceanography,2-Year Undergraduate Diploma,<p></p><h4>Program Description</h4>Chemeketa offers an Introduction to Oceanography class as needed.<p></p><p><b>Why choose oceanography?</b></p><p>This class helps satisfy the science requirements of our transfer degrees.</p><p><b>What will you learn?</b></p><ul><li>Plate tectonics</li><li>Circulation</li><li>Physical properties of seawater</li><li>Chemical cycles</li><li>Marine ecosystems</li><li>Sedimentation</li><li>Cycles of land and sea</li><li>Climate effects</li></ul>,"[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1590', 'name': 'Chemeketa Community College - Woodburn', 'slug': 'chemeketa-community-college-woodburn', 'location': 'Woodburn, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/590/logos/small/Chemeketa_Logo.png?1593018115', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/277/photos/optimized/ChemeketaBrooks-Diversity-June2020.webp?1659715885'}"
270153,2 years,2 year associate degree including an optional field experience,$50 USD,"$10,740 USD / Year","$10,000 USD / Year",associate-of-science-computer-information-systems-applications-security,Associate of Science - Computer Information Systems - Applications Security ,Computer Information Systems - Applications Security,2-Year Undergraduate Diploma," <div title=""""><div title=""""><span style=""font-size:13px"">The Computer Information Systems Department offers a variety of courses designed to give students both theoretical and hands-on experience in a wide variety of computer-related areas.</span></div><div title=""""><span style=""font-size:13px""><br></span></div><div title=""""><span style=""font-size:13px"">The new associate degree programs — Applications (Software)&nbsp; and Infrastructure (Hardware) — will allow students to be part of the solution to cyber crimes by joining&nbsp; the rapidly growing field of cybersecurity. Students will learn to protect computers, networks, programs, and data from unintended or unauthorized&nbsp; access, change, or destruction. The programs are designed to give students cutting-edge skills and prepare&nbsp; to enter the job market and gain or upgrade their computer skills for immediate employment needs.</span></div></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2172', 'name': 'Merritt College', 'slug': 'merritt-college', 'location': 'Oakland, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/172/logos/small/Merritt-College-Logo-April-2022.png?1651152668', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/223/photos/optimized/Merritt-College-Campus-April-2022.webp?1659728494'}"
270419,2 years,2 year transfer program to bachelor’s degree completion,$50 USD,"$8,700 USD / Year","$10,000 USD / Year",associate-of-arts-history-transfer-to-a-california-state-university-38a717d0-b370-4c7d-813d-6aefd54a0768,Associate of Arts - History - Transfer to a California State University,History,2-Year Undergraduate Diploma,"<div>The College of Alameda's Associate in Arts in History for transfer is intended for students who plan to complete a Bachelor’s Degree in History at a California State University (CSU) campus.</div><div><br></div><div>A major component of the History program's mission is for students planning to transfer into the History majors (or a similar major) with an understanding of History as the study of change over time, and as the manifestation of that change. In other words, History is the study of people, or the various components of the present.</div><div><br></div><div>Upon completion of this transfer program in History, students will have an understanding of the diversity of the recorded past and an appreciation of the process of historical change. At the same time, a History major will gain critical reading and writing skills, which are valuable in life, and in any employment field they choose to enter.</div><div><br></div><div><div>Upon completion of this program a student will be able to:</div><ul><li>Demonstrate a degree of mastery of the discipline of History: As one of the core disciplines of the liberal arts, history provides a classic mode of learning. By studying the past, a History major learns to think with objectivity, to write with logic and accuracy, to organize and assess evidence, to analyze problems and interpret complex events. In essence, students who major in History learn how to learn. History’s special appeal, however, comes from its distinctive subject matter, the human past.</li><li>Demonstrate a degree of proficiency of Historical critical thinking: to better access, evaluate, and interpret ideas found in History and information enabling people so disciplined to communicate effectively, reach conclusions, and solve problems.</li></ul></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2170', 'name': 'College of Alameda', 'slug': 'college-of-alameda', 'location': 'Alameda, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/170/logos/small/College-of-Alameda-Logo-April-2022.png?1651080362', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/214/photos/optimized/College-of-Alameda-Campus-April-2022.webp?1659728463'}"
